"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.031973932E2,-2.307369184E0,-4.060818911E-1,4.074619948E0
2.032073692E2,-1.956096680E0,-9.969567738E-1,5.274196705E0
2.032173452E2,-1.555221223E0,-1.669317504E0,6.302157682E0
2.032273212E2,-1.177886364E0,-2.448241911E0,6.330507907E0
2.032372972E2,-9.622052363E-1,-2.856016352E0,5.450825302E0
2.032472732E2,-8.124292459E-1,-2.638680609E0,3.961051818E0
2.032572492E2,-6.502268989E-1,-1.852773164E0,2.363838669E0
2.032672252E2,-4.100700577E-1,-9.117838186E-1,9.912340307E-1
2.032772012E2,-2.660164449E-1,2.388057690E-2,-1.296123058E-1
2.032871772E2,-2.693255304E-1,7.486702562E-1,-8.448291063E-1
2.032971532E2,-3.047470857E-1,1.111987220E0,-1.433749557E0
2.033071292E2,-4.415114133E-1,1.141348867E0,-1.954003231E0
2.033171052E2,-4.965201178E-1,8.842122965E-1,-2.335595448E0
2.033270812E2,-4.050682032E-1,3.966350564E-1,-2.718033757E0
2.033370572E2,-3.047638965E-1,-4.805570729E-3,-3.174713579E0
2.033470332E2,-1.752194184E-1,-1.720080910E-1,-3.653292977E0
2.033570092E2,-6.834766522E-2,-2.390261725E-1,-4.255107708E0
2.033669852E2,4.541810140E-2,-1.439537533E-1,-4.750408389E0
2.033769612E2,1.570195211E-1,4.983323344E-2,-5.062604097E0
2.033869372E2,2.195477450E-1,2.383030729E-1,-5.159182557E0
2.033969132E2,1.633943018E-1,4.931195965E-1,-5.012228580E0
2.034068892E2,7.462318942E-2,6.525752138E-1,-4.746301889E0
2.034168652E2,3.757186890E-2,6.251566695E-1,-4.444235314E0
2.034268422E2,-2.085986875E-2,5.166896497E-1,-4.268484383E0
2.034368182E2,-1.001227507E-1,3.922049866E-1,-4.190193674E0
2.034467942E2,-2.695136645E-1,2.581394231E-1,-4.142611957E0
2.034567702E2,-4.452863757E-1,1.673693669E-1,-4.016152470E0
2.034667462E2,-5.157417429E-1,1.181647731E-1,-3.682973444E0
2.034767222E2,-5.158785678E-1,1.069510926E-1,-3.240068493E0
2.034866982E2,-5.897795530E-1,1.707826973E-1,-2.747021914E0
2.034966742E2,-6.862513753E-1,3.662348706E-1,-2.207682928E0
2.035066502E2,-6.886363084E-1,4.883138430E-1,-1.622840910E0
2.035166262E2,-5.315643085E-1,4.794468328E-1,-9.686696255E-1
2.035266022E2,-3.169236565E-1,3.953526159E-1,-1.805415541E-1
2.035365782E2,-6.623722237E-2,2.987135632E-1,8.070432293E-1
2.035465542E2,1.711687415E-1,2.075261620E-1,1.822857201E0
2.035565302E2,4.222389174E-1,-6.929491416E-2,2.744165549E0
2.035665062E2,6.315652909E-1,-5.691518918E-1,3.452794291E0
2.035764822E2,7.000630834E-1,-1.148953390E0,3.967642214E0
2.035864582E2,6.024679378E-1,-1.778835122E0,4.133066377E0
2.035964342E2,4.447371760E-1,-2.310525511E0,3.879567944E0
2.036064102E2,2.602083873E-1,-2.603446164E0,3.078600556E0
2.036163862E2,9.514498861E-2,-2.578213675E0,2.071059226E0
2.036263622E2,9.254026417E-2,-2.327701268E0,1.277863957E0
2.036363382E2,2.025090317E-1,-1.919485363E0,7.760231656E-1
2.036463140E2,2.658973809E-1,-1.273380897E0,4.962198633E-1
2.036562900E2,4.966948034E-1,-5.820732151E-1,4.961356634E-1
2.036662660E2,8.822949944E-1,-4.009340756E-2,5.327392334E-1
2.036762420E2,1.212533236E0,3.969661550E-1,4.219228023E-1
2.036862180E2,1.513801302E0,6.969704179E-1,7.539487571E-1
2.036961940E2,1.791909057E0,6.057612359E-1,1.727941103E0
2.037061700E2,1.932397477E0,1.060580766E-1,2.686775712E0
2.037161460E2,1.725040738E0,-3.983413471E-1,3.165772017E0
2.037261220E2,1.362359439E0,-1.023540263E0,3.114477317E0
2.037360980E2,1.103221659E0,-1.730179709E0,2.531556110E0
2.037460740E2,9.171767787E-1,-2.169575162E0,1.330894110E0
2.037560500E2,7.171296441E-1,-2.068201838E0,-1.700165659E-1
2.037660260E2,5.477460393E-1,-1.433820747E0,-1.492907592E0
2.037760020E2,4.294418831E-1,-6.211824632E-1,-2.445538890E0
2.037859780E2,3.960007432E-1,2.361250582E-1,-2.863309584E0
2.037959540E2,3.846536365E-1,8.594030721E-1,-2.690267084E0
2.038059300E2,4.510115308E-1,1.170449290E0,-2.047700184E0
2.038159060E2,5.903882481E-1,1.011416426E0,-1.226959267E0
2.038258820E2,6.685029562E-1,4.605769908E-1,-7.339512795E-1
2.038358580E2,5.479129042E-1,6.374597959E-2,-7.691971260E-1
2.038458340E2,4.102068460E-1,-2.582850736E-1,-9.938097292E-1
2.038558100E2,2.357867419E-1,-4.512305455E-1,-1.349157888E0
2.038657860E2,1.022674729E-1,-4.545113451E-1,-1.932807659E0
2.038757620E2,3.874789014E-2,-2.118729090E-1,-2.595344555E0
2.038857380E2,7.644678980E-2,2.806784843E-1,-3.186395146E0
2.038957140E2,1.362095730E-1,8.358172314E-1,-3.602897580E0
2.039056900E2,2.916796551E-1,1.307445606E0,-3.927573584E0
2.039156660E2,3.823867806E-1,1.822764376E0,-4.156844079E0
2.039256420E2,3.836308488E-1,2.292613150E0,-4.215080009E0
2.039356180E2,3.521018580E-1,2.576496932E0,-4.100856405E0
2.039455940E2,3.547947932E-1,2.652417473E0,-3.755619836E0
2.039555700E2,4.395647290E-1,2.370850650E0,-3.318881943E0
2.039655460E2,4.326637720E-1,2.026599483E0,-2.847544321E0
2.039755220E2,3.412714259E-1,1.822274525E0,-2.153253536E0
2.039854980E2,2.148082843E-1,1.558011222E0,-1.478910527E0
2.039954740E2,2.824585229E-2,1.283473922E0,-9.640199196E-1
2.040054510E2,-8.511543319E-2,1.038346363E0,-5.811190957E-1
2.040154270E2,-1.953606644E-1,7.899355189E-1,-3.094130176E-1
2.040254030E2,-3.588599237E-1,7.075781442E-1,1.705983639E-2
2.040353790E2,-5.189571268E-1,7.291059843E-1,4.626884204E-1
2.040453550E2,-6.566950889E-1,7.917452321E-1,1.064506660E0
2.040553310E2,-7.826872373E-1,8.258895363E-1,1.721113894E0
2.040653070E2,-8.831410865E-1,7.454181080E-1,2.367817699E0
2.040752830E2,-9.410042556E-1,5.022348209E-1,2.989303633E0
2.040852590E2,-9.392643435E-1,1.276011925E-1,3.524670020E0
2.040952350E2,-9.456881677E-1,-2.438034573E-1,3.853653084E0
2.041052110E2,-1.027857116E0,-5.146558419E-1,3.858398684E0
2.041151870E2,-1.137143550E0,-5.632004130E-1,3.868900284E0
2.041251630E2,-1.191115397E0,-6.135032418E-1,3.904311022E0
2.041351390E2,-1.228528075E0,-7.449802246E-1,3.885426269E0
2.041451150E2,-1.372481262E0,-8.180074896E-1,3.981920530E0
2.041550910E2,-1.567848431E0,-8.031438674E-1,3.938752876E0
2.041650670E2,-1.792639082E0,-6.315973775E-1,3.389749027E0
2.041750430E2,-2.182120801E0,-2.212074589E-1,2.431716657E0
2.041850190E2,-2.551530783E0,3.453235098E-1,1.535227985E0
2.041949950E2,-2.768066627E0,9.369041879E-1,1.094407566E0
2.042049710E2,-2.705859269E0,1.484527947E0,8.591126847E-1
2.042149470E2,-2.492562490E0,1.625085218E0,7.359597981E-1
2.042249230E2,-2.283102654E0,1.528929803E0,1.490268744E0
2.042348990E2,-2.093329370E0,1.220083599E0,2.838694561E0
2.042448750E2,-1.973118071E0,7.282185231E-1,4.056865463E0
2.042548510E2,-1.807621842E0,-7.572655901E-2,5.180060626E0
2.042648270E2,-1.654683238E0,-1.044841450E0,5.729604172E0
2.042748030E2,-1.573689946E0,-1.609918563E0,5.453639567E0
2.042847790E2,-1.452084087E0,-1.662503743E0,4.525082425E0
2.042947550E2,-1.310806878E0,-1.114491290E0,3.279004517E0
2.043047310E2,-1.041779117E0,-3.873003421E-1,2.171292781E0
2.043147070E2,-7.820376116E-1,3.073940472E-1,1.140162029E0
2.043246830E2,-6.931115480E-1,9.002639998E-1,3.594909114E-1
2.043346590E2,-7.271331337E-1,1.142360143E0,-2.991073000E-1
2.043446350E2,-6.615482779E-1,1.000490392E0,-5.330163914E-1
2.043546110E2,-4.998629710E-1,4.307075129E-1,-6.716328245E-1
2.043645870E2,-3.062436806E-1,-2.833991937E-1,-1.001913385E0
2.043745630E2,-1.223538646E-1,-6.820565828E-1,-1.450038146E0
2.043845390E2,7.116806969E-2,-8.540120123E-1,-2.027708554E0
2.043945150E2,2.154786676E-1,-8.035334381E-1,-2.646599493E0
2.044044910E2,3.597256771E-1,-6.238855579E-1,-3.295347485E0
2.044144670E2,5.396860179E-1,-4.084334951E-1,-4.002949457E0
2.044244430E2,7.207105520E-1,-1.611086983E-1,-4.616032941E0
2.044344190E2,8.122789724E-1,1.428435315E-1,-4.898715413E0
2.044443950E2,8.439933930E-1,3.821599086E-1,-4.811481972E0
2.044543710E2,8.213173060E-1,4.473383830E-1,-4.625613019E0
2.044643470E2,6.590977098E-1,2.807661194E-1,-4.472086771E0
2.044743230E2,4.793127854E-1,-4.107880957E-2,-4.256589392E0
2.044842990E2,4.201493418E-1,-4.534873150E-1,-4.051570809E0
2.044942750E2,4.021755856E-1,-7.731436311E-1,-3.861739199E0
2.045042510E2,3.638297646E-1,-8.684987084E-1,-3.502733021E0
2.045142270E2,3.443193602E-1,-7.829939237E-1,-3.013036312E0
2.045242030E2,3.125518761E-1,-6.895799759E-1,-2.493971377E0
2.045341790E2,3.221249375E-1,-6.573302427E-1,-1.975038589E0
2.045441550E2,4.417765845E-1,-6.650843816E-1,-1.439168172E0
2.045541310E2,4.997947779E-1,-5.700320439E-1,-6.741564828E-1
2.045641070E2,5.503800637E-1,-5.126951243E-1,3.938538283E-1
2.045740830E2,5.626682432E-1,-5.859763777E-1,1.455286607E0
2.045840590E2,5.846024648E-1,-9.654386003E-1,2.310740688E0
2.045940350E2,6.057799104E-1,-1.586637874E0,2.971341571E0
2.046040110E2,4.751449632E-1,-2.255695585E0,3.389513969E0
2.046139870E2,1.957443513E-1,-2.819789343E0,3.429836369E0
2.046239630E2,1.499872942E-2,-3.431693444E0,3.074248474E0
2.046339390E2,-9.238549568E-2,-3.859179288E0,2.435933084E0
2.046439153E2,-1.058559091E-1,-3.746828547E0,1.600626168E0
2.046538913E2,-2.839079015E-3,-3.160704527E0,7.290594989E-1
2.046638673E2,1.947563181E-1,-2.311464135E0,3.102766514E-1
2.046738433E2,4.987514153E-1,-1.332274784E0,2.694648403E-1
2.046838193E2,8.524204002E-1,-4.937992622E-1,1.320032322E-1
2.046937953E2,1.157470810E0,-2.674355641E-2,3.131517273E-1
2.047037713E2,1.475464032E0,6.711624160E-2,1.085164872E0
2.047137473E2,1.579233837E0,-3.740979870E-1,2.000106772E0
2.047237233E2,1.409636809E0,-9.465890043E-1,2.715744572E0
2.047336993E2,1.085805508E0,-1.513919415E0,3.039311945E0
2.047436753E2,8.089988306E-1,-2.115863808E0,2.944346731E0
2.047536513E2,6.489736944E-1,-2.494606969E0,2.140068650E0
2.047636273E2,4.364685553E-1,-2.382485732E0,8.314652950E-1
2.047736033E2,2.465217913E-1,-1.784850591E0,-5.646293628E-1
2.047835793E2,2.328299146E-1,-1.025105489E0,-1.692330390E0
2.047935553E2,3.479767205E-1,-2.923497095E-1,-2.340318829E0
2.048035313E2,4.914505088E-1,4.076851246E-1,-2.458558885E0
2.048135073E2,6.459502454E-1,9.130538338E-1,-2.100737938E0
2.048234833E2,7.586668023E-1,1.110961618E0,-1.573924858E0
2.048334593E2,9.261327396E-1,8.961505567E-1,-1.273812422E0
2.048434353E2,1.091578756E0,5.457943483E-1,-1.265678945E0
2.048534113E2,1.158972814E0,3.586606798E-1,-1.496816456E0
2.048633873E2,1.126246459E0,4.111663010E-1,-1.873367788E0
2.048733633E2,1.140146826E0,5.485064331E-1,-2.275545713E0
2.048833393E2,1.184120884E0,6.977027086E-1,-2.830303221E0
2.048933153E2,1.265823371E0,9.896596679E-1,-3.490162092E0
2.049032913E2,1.455826305E0,1.403665925E0,-3.950581208E0
2.049132673E2,1.612621146E0,1.960726506E0,-4.084501158E0
2.049232433E2,1.664313456E0,2.665399461E0,-3.743641230E0
2.049332193E2,1.607277230E0,3.305693841E0,-3.126125556E0
2.049431953E2,1.464030094E0,3.614005535E0,-2.480718663E0
2.049531713E2,1.205119771E0,3.486685630E0,-1.913490213E0
2.049631473E2,9.482225702E-1,2.876209711E0,-1.561920524E0
2.049731233E2,6.289338246E-1,2.178086076E0,-1.454950392E0
2.049830993E2,2.774599575E-1,1.663762064E0,-1.308485826E0
2.049930753E2,-6.420907907E-2,1.297862166E0,-1.036741741E0
2.050030513E2,-4.352869061E-1,1.033726770E0,-7.468654400E-1
2.050130273E2,-8.646324563E-1,1.003255175E0,-2.673159885E-1
2.050230033E2,-1.176667585E0,9.884189618E-1,3.903858447E-1
2.050329793E2,-1.384425077E0,8.767195281E-1,1.269763809E0
2.050429553E2,-1.606749665E0,7.123312727E-1,2.010126561E0
2.050529313E2,-1.800518352E0,4.099001595E-1,2.397373620E0
2.050629073E2,-1.891849960E0,-1.916622274E-2,2.655238169E0
2.050728833E2,-1.878694748E0,-4.700838691E-1,2.792639551E0
2.050828593E2,-1.840392123E0,-8.876719478E-1,2.867641202E0
2.050928353E2,-1.802366803E0,-1.082498542E0,3.103005665E0
2.051028113E2,-1.736563407E0,-9.537758902E-1,3.507069901E0
2.051127873E2,-1.663062152E0,-5.610830631E-1,3.840015038E0
2.051227633E2,-1.587678094E0,-2.971379213E-1,3.979001600E0
2.051327393E2,-1.358993197E0,-2.878743054E-1,4.041963249E0
2.051427153E2,-1.189759647E0,-3.692408511E-1,3.875400048E0
2.051526913E2,-1.147872606E0,-4.704941610E-1,3.440682954E0
2.051626673E2,-1.132076572E0,-5.453641029E-1,2.779402040E0
2.051726433E2,-1.262568664E0,-3.918187780E-1,1.884149469E0
2.051826193E2,-1.518159670E0,1.763430157E-1,8.045517308E-1
2.051925953E2,-1.591066702E0,7.121030121E-1,-3.953746891E-1
2.052025713E2,-1.530699316E0,1.142922353E0,-1.009883140E0
2.052125463E2,-1.657412573E0,1.703786109E0,-7.721949935E-1
2.052225223E2,-1.704240584E0,1.553201741E0,-5.458200395E-2
2.052324983E2,-1.380432891E0,4.482148806E-1,9.673914242E-1
2.052424743E2,-1.064942277E0,-5.846285945E-1,2.161111025E0
2.052524503E2,-6.503468399E-1,-1.617247317E0,3.063240505E0
2.052624263E2,-3.395219390E-1,-2.255062185E0,3.362168881E0
2.052724023E2,-8.986293375E-2,-2.298355847E0,3.563961555E0
2.052823783E2,9.364505902E-2,-1.836583247E0,3.673295717E0
2.052923543E2,9.676162496E-2,-9.497600225E-1,3.604399729E0
2.053023303E2,1.428270131E-2,7.506455370E-2,3.580236695E0
2.053123063E2,1.088876539E-1,6.210270003E-1,3.369986608E0
2.053222823E2,2.273188408E-1,7.652144413E-1,2.804074951E0
2.053322583E2,2.219472230E-1,7.208265462E-1,2.020294284E0
2.053422343E2,1.747950567E-1,5.261407236E-1,1.064245289E0
2.053522103E2,2.087358047E-1,2.497965610E-1,1.523515427E-1
2.053621863E2,2.495756824E-1,9.064174633E-2,-7.288209325E-1
2.053721623E2,2.797967242E-1,7.199576134E-2,-1.657689146E0
2.053821383E2,3.767933341E-1,1.278941197E-1,-2.485957183E0
2.053921143E2,5.163695877E-1,2.712235183E-1,-3.077258036E0
2.054020903E2,6.661519369E-1,4.569948038E-1,-3.420295467E0
2.054120663E2,7.398714392E-1,6.363733102E-1,-3.502306175E0
2.054220423E2,7.299431594E-1,7.631212842E-1,-3.494657432E0
2.054320183E2,7.151349396E-1,7.117298866E-1,-3.586124842E0
2.054419943E2,6.222870022E-1,5.493722961E-1,-3.679833489E0
2.054519703E2,5.103872283E-1,3.155434578E-1,-3.689058641E0
2.054619463E2,4.220067099E-1,-9.318013228E-3,-3.839211046E0
2.054719223E2,3.588223553E-1,-3.114685332E-1,-4.184278631E0
2.054818983E2,3.118928218E-1,-4.504871086E-1,-4.384080328E0
2.054918743E2,1.774545897E-1,-3.883845255E-1,-4.387848859E0
2.055018503E2,5.626439407E-2,-2.959509730E-1,-4.328876181E0
2.055118263E2,3.204142615E-2,-1.823996896E-1,-4.156627148E0
2.055218023E2,4.393751331E-2,-1.679438742E-1,-3.967562692E0
2.055317783E2,8.013908722E-2,-3.387596083E-1,-3.765293469E0
2.055417543E2,1.458555785E-1,-5.598227323E-1,-3.554601917E0
2.055517303E2,2.607918846E-1,-6.893394361E-1,-3.126764656E0
2.055617063E2,5.113984311E-1,-7.859330998E-1,-2.288373919E0
2.055716823E2,7.215991826E-1,-7.940916467E-1,-1.071000577E0
2.055816583E2,8.832499909E-1,-7.435346467E-1,5.398301518E-1
2.055916343E2,1.069229309E0,-9.251028988E-1,2.420928544E0
2.056016103E2,1.152838792E0,-1.320923877E0,4.174497408E0
2.056115863E2,1.079062280E0,-1.914598845E0,5.452122214E0
2.056215623E2,9.560336463E-1,-2.422799360E0,6.209686305E0
2.056315383E2,7.294989172E-1,-2.815767336E0,6.183250458E0
2.056415143E2,4.154314428E-1,-2.948991466E0,5.187800000E0
2.056514909E2,7.723760745E-2,-2.622701046E0,3.934653393E0
2.056614669E2,-8.886077581E-3,-2.103645320E0,3.148932036E0
2.056714429E2,2.090407735E-1,-1.629738578E0,2.762541009E0
2.056814189E2,5.595383749E-1,-1.206593634E0,2.859683141E0
2.056913949E2,8.654801564E-1,-8.410863036E-1,3.332064491E0
2.057013709E2,1.162549409E0,-6.726044856E-1,3.928762323E0
2.057113469E2,1.396015574E0,-7.864312094E-1,4.319424741E0
2.057213229E2,1.509457113E0,-1.109892601E0,4.425269285E0
2.057312989E2,1.459561214E0,-1.473895663E0,4.354775838E0
2.057412749E2,1.296257836E0,-1.923126570E0,3.621080081E0
2.057512509E2,1.084518536E0,-2.246235375E0,2.194294558E0
2.057612269E2,8.967401022E-1,-2.204928451E0,4.581667686E-1
2.057712029E2,6.881243116E-1,-1.727477857E0,-1.347137091E0
2.057811789E2,5.097454964E-1,-9.695776981E-1,-3.016186792E0
2.057911549E2,4.693327943E-1,-7.423204724E-2,-4.213894193E0
2.058011309E2,5.423682454E-1,7.534361024E-1,-4.851472249E0
2.058111059E2,5.919175143E-1,1.432543715E0,-4.727414213E0
2.058210819E2,6.449563649E-1,1.901226555E0,-3.713906969E0
2.058310579E2,7.059099336E-1,1.880155821E0,-2.406887625E0
2.058410339E2,7.619641203E-1,1.371996674E0,-1.352779654E0
2.058510099E2,7.199448591E-1,6.846147396E-1,-5.952494770E-1
2.058609859E2,6.109062740E-1,3.751508695E-2,-1.666772211E-1
2.058709619E2,4.905064027E-1,-6.275383866E-1,-3.846707761E-2
2.058809379E2,3.207704300E-1,-1.015398526E0,-2.020546299E-1
2.058909139E2,1.916007585E-1,-9.483935282E-1,-5.294390649E-1
2.059008899E2,2.059004167E-1,-5.210525496E-1,-1.039262475E0
2.059108659E2,3.851199885E-1,-6.773502320E-2,-1.612825799E0
2.059208419E2,5.549747327E-1,3.283658170E-1,-2.196118305E0
2.059308179E2,6.647109637E-1,7.676495142E-1,-2.611120343E0
2.059407939E2,7.676176469E-1,1.116195169E0,-3.022619898E0
2.059507699E2,7.948481302E-1,1.355818452E0,-3.463758405E0
2.059607459E2,7.786851836E-1,1.535741955E0,-3.759915785E0
2.059707219E2,8.453680003E-1,1.642152217E0,-3.906631197E0
2.059806979E2,9.428934179E-1,1.659683046E0,-4.065884793E0
2.059906739E2,9.462625835E-1,1.667066910E0,-4.092933428E0
2.060006499E2,8.676676729E-1,1.698937890E0,-3.805035825E0
2.060106259E2,7.119431638E-1,1.757892880E0,-3.325503915E0
2.060206019E2,4.865532464E-1,1.818967340E0,-2.772962501E0
2.060305779E2,2.337069970E-1,1.855094655E0,-2.157990950E0
2.060405539E2,-6.029371038E-2,1.781378368E0,-1.390684814E0
2.060505299E2,-3.212418618E-1,1.495485629E0,-7.158851373E-1
2.060605059E2,-5.743828840E-1,1.078624177E0,-1.413985384E-1
2.060704819E2,-7.926479691E-1,7.122011722E-1,4.561067945E-1
2.060804579E2,-1.039456749E0,4.299516872E-1,8.744750744E-1
2.060904339E2,-1.214162928E0,1.117600072E-1,1.148472676E0
2.061004099E2,-1.312833815E0,-1.448332294E-1,1.460870697E0
2.061103859E2,-1.394555086E0,-2.929967952E-1,1.674315704E0
2.061203619E2,-1.584072993E0,-2.689829566E-1,1.738747342E0
2.061303379E2,-1.838276454E0,-8.815311654E-2,1.853024155E0
2.061403139E2,-2.031156511E0,9.384927303E-2,2.369340899E0
2.061502899E2,-2.203276758E0,6.207416014E-2,3.011507850E0
2.061602659E2,-2.389620358E0,-1.839665972E-1,3.591287348E0
2.061702419E2,-2.494873018E0,-6.364990253E-1,4.081727824E0
2.061802179E2,-2.642114679E0,-9.689144777E-1,4.162438111E0
2.061901939E2,-2.803296102E0,-1.106247082E0,3.821027375E0
2.062001689E2,-3.063938955E0,-6.428923709E-1,3.103095127E0
2.062101449E2,-3.142281705E0,1.210250209E-1,2.705169298E0
2.062201209E2,-3.029734790E0,8.396793173E-1,2.776854408E0
2.062300969E2,-2.980535441E0,1.550481032E0,3.340694981E0
2.062400729E2,-2.789230624E0,1.679303086E0,4.225753516E0
2.062500489E2,-2.492028932E0,1.168507722E0,5.320517178E0
2.062600249E2,-2.086298093E0,3.036959939E-1,6.290500672E0
2.062700009E2,-1.688331918E0,-5.722555207E-1,6.883807704E0
2.062799769E2,-1.294411870E0,-1.412822665E0,6.888151016E0
2.062899529E2,-1.061088962E0,-1.823135674E0,6.379386536E0
2.062999289E2,-1.005929692E0,-1.637283094E0,5.229391245E0
2.063099049E2,-9.835532744E-1,-1.005950157E0,3.975524846E0
2.063198809E2,-7.726427440E-1,-3.519360895E-1,2.803745753E0
2.063298569E2,-4.757896918E-1,1.519242757E-1,1.557063242E0
2.063398329E2,-2.836865844E-1,6.250025953E-1,5.058654302E-1
2.063498089E2,-1.707581390E-1,8.793857854E-1,-4.020229733E-1
2.063597849E2,-2.237109625E-1,9.036519496E-1,-1.320424671E0
2.063697609E2,-2.205093196E-1,7.705878863E-1,-2.035006464E0
2.063797369E2,-1.148157804E-1,4.866011935E-1,-2.522880011E0
2.063897129E2,2.116326615E-2,1.440260578E-1,-2.752103144E0
2.063996889E2,1.560690562E-1,-2.509966655E-1,-2.916345000E0
2.064096649E2,2.225526291E-1,-5.515249120E-1,-3.132515393E0
2.064196409E2,2.447559687E-1,-8.395040470E-1,-3.324833824E0
2.064296169E2,2.615010788E-1,-1.053845870E0,-3.480838122E0
2.064395929E2,3.296829754E-1,-1.079437159E0,-3.591909492E0
2.064495689E2,4.477502462E-1,-9.735627948E-1,-3.779499865E0
2.064595449E2,5.645111029E-1,-8.435028847E-1,-4.018079127E0
2.064695209E2,6.372856951E-1,-7.050135554E-1,-4.336388099E0
2.064794969E2,6.251882444E-1,-6.017292152E-1,-4.702382868E0
2.064894729E2,5.588074364E-1,-4.823702214E-1,-4.949002052E0
2.064994479E2,4.167236044E-1,-3.706899373E-1,-4.933020442E0
2.065094239E2,2.749657546E-1,-2.742982949E-1,-4.735622535E0
2.065193999E2,1.768167315E-1,-3.128704762E-1,-4.487285439E0
2.065293759E2,1.423697609E-1,-4.172654951E-1,-4.036063993E0
2.065393519E2,2.282723755E-1,-4.941221747E-1,-3.321305029E0
2.065493279E2,2.833224490E-1,-5.002649671E-1,-2.627265090E0
2.065593039E2,3.373530605E-1,-4.524633944E-1,-2.080412432E0
2.065692799E2,3.584324922E-1,-3.278855413E-1,-1.672525286E0
2.065792559E2,3.564599340E-1,-1.296036811E-1,-1.363238568E0
2.065892319E2,4.180241713E-1,3.570806891E-2,-9.671943730E-1
2.065992079E2,6.796282341E-1,1.517630205E-2,-2.452608758E-1
2.066091839E2,9.676421966E-1,-1.642481415E-1,5.794310045E-1
2.066191599E2,1.161001432E0,-5.261365575E-1,1.380651577E0
2.066291359E2,1.316984169E0,-1.008830788E0,2.215457970E0
2.066391119E2,1.406513080E0,-1.535821770E0,2.738038836E0
2.066490878E2,1.407416914E0,-2.083319960E0,2.943098935E0
2.066590638E2,1.308345200E0,-2.545524523E0,3.032616298E0
2.066690398E2,1.126888118E0,-2.838643105E0,2.942065732E0
2.066790158E2,9.540349218E-1,-3.010150711E0,2.598863994E0
2.066889918E2,7.806298213E-1,-3.071101502E0,2.097201542E0
2.066989678E2,7.236905124E-1,-2.947290804E0,1.630664485E0
2.067089438E2,7.590149309E-1,-2.584809042E0,1.223373170E0
2.067189198E2,7.632215640E-1,-1.924104078E0,9.262609398E-1
2.067288958E2,7.938694525E-1,-1.179074737E0,9.119995809E-1
2.067388718E2,8.935636023E-1,-4.564069759E-1,1.239856471E0
2.067488478E2,1.048242118E0,6.901980266E-3,1.842366436E0
2.067588228E2,1.272954050E0,-7.879093856E-2,2.639773453E0
2.067687988E2,1.374467854E0,-4.682691492E-1,3.393595911E0
2.067787748E2,1.259628831E0,-8.803056255E-1,3.793896294E0
2.067887508E2,9.835661383E-1,-1.445961613E0,3.580930760E0
2.067987268E2,7.016924100E-1,-2.030059427E0,2.693048020E0
2.068087028E2,4.095194692E-1,-2.302893579E0,1.530375381E0
2.068186788E2,5.939806312E-2,-2.068952182E0,2.896541065E-1
2.068286548E2,-1.636535528E-1,-1.511297231E0,-7.784678864E-1
2.068386308E2,-1.242549406E-1,-8.649349766E-1,-1.609423304E0
2.068486068E2,8.927938163E-2,-9.869716298E-2,-2.104920452E0
2.068585828E2,2.355294279E-1,6.651433653E-1,-2.237659848E0
2.068685588E2,3.272311648E-1,1.259453999E0,-2.017424471E0
2.068785348E2,4.273182475E-1,1.566816544E0,-1.529274350E0
2.068885108E2,5.799839319E-1,1.456791095E0,-1.018903055E0
2.068984868E2,7.044655252E-1,1.014715572E0,-8.208385652E-1
2.069084628E2,6.912720139E-1,6.508797406E-1,-1.005388386E0
2.069184388E2,6.577375744E-1,4.330172362E-1,-1.227420028E0
2.069284148E2,7.117064977E-1,2.041753419E-1,-1.627564875E0
2.069383908E2,7.351044235E-1,2.405015346E-1,-2.233964993E0
2.069483668E2,7.717104055E-1,5.387913208E-1,-2.752123024E0
2.069583428E2,8.126539251E-1,8.919396112E-1,-3.099702573E0
2.069683188E2,8.079258665E-1,1.208053465E0,-3.361332729E0
2.069782948E2,7.708586124E-1,1.429954860E0,-3.532095984E0
2.069882698E2,7.693855526E-1,1.525921556E0,-3.665460448E0
2.069982458E2,7.683978117E-1,1.590959551E0,-3.725651686E0
2.070082218E2,7.135548757E-1,1.768806708E0,-3.479560506E0
2.070181978E2,6.729737373E-1,1.923187527E0,-3.012045209E0
2.070281738E2,5.682729091E-1,2.042122525E0,-2.610660167E0
2.070381498E2,4.777392997E-1,2.033771970E0,-2.253829738E0
2.070481258E2,3.694231381E-1,2.002566111E0,-1.851611468E0
2.070581018E2,1.992159529E-1,1.902517328E0,-1.383971041E0
2.070680778E2,3.905486897E-2,1.837852677E0,-9.507549262E-1
2.070780538E2,-1.992342255E-1,1.887082725E0,-5.482501423E-1
2.070880298E2,-3.676663421E-1,1.916219108E0,-3.143930912E-2
2.070980058E2,-4.453477715E-1,1.762689059E0,5.198934853E-1
2.071079818E2,-4.081922244E-1,1.478307679E0,9.783479369E-1
2.071179578E2,-4.346489748E-1,1.182140652E0,1.343175017E0
2.071279338E2,-5.224386321E-1,9.440426150E-1,1.712450075E0
2.071379098E2,-6.562568401E-1,7.599756284E-1,2.056244135E0
2.071478858E2,-8.777430832E-1,6.912090102E-1,2.344166881E0
2.071578618E2,-1.115445263E0,6.945066936E-1,2.658642418E0
2.071678378E2,-1.296963887E0,5.966200644E-1,3.039504318E0
2.071778138E2,-1.359673813E0,3.468531414E-1,3.435542082E0
