"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.073900992E1,1.381168909E0,3.832733647E-1,3.978810981E0
6.074898892E1,1.640192522E0,3.433175860E-1,4.203249337E0
6.075896692E1,1.862320790E0,4.509023340E-1,4.240004935E0
6.076894592E1,1.822323642E0,9.403052940E-1,3.845045398E0
6.077892492E1,1.380892482E0,1.785946944E0,2.949364811E0
6.078890292E1,5.308482438E-1,2.508115792E0,1.980622680E0
6.079888192E1,-5.359958401E-1,2.647923887E0,1.079998273E0
6.080885992E1,-1.742276575E0,2.291197686E0,4.903147602E-1
6.081883892E1,-2.924586942E0,1.470135611E0,3.721261597E-1
6.082881792E1,-3.807985160E0,2.860704942E-1,7.724750751E-1
6.083879592E1,-4.314190899E0,-9.675185280E-1,1.708336558E0
6.084877492E1,-4.239343030E0,-2.151661632E0,2.942062808E0
6.085875292E1,-3.642882010E0,-3.140867848E0,4.172585369E0
6.086873192E1,-2.801791905E0,-4.250660316E0,4.974278396E0
6.087871092E1,-2.132246391E0,-5.048476054E0,5.187884200E0
6.088868892E1,-1.730446489E0,-5.280864869E0,4.716849464E0
6.089866792E1,-1.575905164E0,-4.943691026E0,3.617691035E0
6.090864592E1,-1.484176237E0,-4.104951502E0,2.184336750E0
6.091862492E1,-1.186753228E0,-3.233676901E0,9.141162729E-1
6.092860292E1,-7.421774349E-1,-2.528192499E0,-7.659267783E-2
6.093858192E1,-2.665997046E-1,-1.801291646E0,-8.350016910E-1
6.094856092E1,1.119655551E-1,-1.084643593E0,-1.380491363E0
6.095853892E1,4.935786760E-1,-5.120383358E-1,-1.712826635E0
6.096851792E1,7.830883563E-1,2.677564301E-2,-1.981100982E0
6.097849592E1,1.022098997E0,4.027099480E-1,-2.370037302E0
6.098847492E1,1.220242717E0,6.587028035E-1,-2.901442786E0
6.099845392E1,1.371873883E0,8.582585527E-1,-3.509595898E0
6.100843192E1,1.463843568E0,1.008504001E0,-4.080343788E0
6.101841092E1,1.512710503E0,1.140585733E0,-4.545181060E0
6.102838892E1,1.434162224E0,1.228692674E0,-4.996756262E0
6.103836792E1,1.239442926E0,1.241179111E0,-5.286578768E0
6.104834692E1,9.393255199E-1,1.281251395E0,-5.341696377E0
6.105832492E1,6.167593369E-1,1.343362274E0,-5.181287956E0
6.106830392E1,3.036687130E-1,1.432916914E0,-4.810422456E0
6.107828192E1,9.545988858E-2,1.446193163E0,-4.297441549E0
6.108826092E1,-5.397199318E-2,1.412730425E0,-3.825435006E0
6.109823892E1,-2.153774377E-1,1.424338317E0,-3.340335377E0
6.110821792E1,-3.367135944E-1,1.381560526E0,-2.825816653E0
6.111819692E1,-4.625949381E-1,1.410833588E0,-2.265627666E0
6.112817492E1,-6.122324225E-1,1.368716971E0,-1.560758682E0
6.113815392E1,-7.674721243E-1,1.223297010E0,-9.037105680E-1
6.114813192E1,-9.998333115E-1,1.098999969E0,-3.504727507E-1
6.115811092E1,-1.177359530E0,9.597396116E-1,1.943801594E-1
6.116808992E1,-1.392612348E0,7.698936756E-1,6.606973618E-1
6.117806792E1,-1.553087720E0,6.854546191E-1,9.476243269E-1
6.118804692E1,-1.778429471E0,9.234466749E-1,1.044601568E0
6.119802492E1,-1.785173357E0,9.790577888E-1,9.908633173E-1
6.120800392E1,-1.571923064E0,8.639239199E-1,1.026149510E0
6.121798192E1,-1.271679211E0,7.854713890E-1,1.016449564E0
6.122796092E1,-1.025786544E0,7.667983058E-1,1.239901494E0
6.123793992E1,-8.706917797E-1,8.323961717E-1,1.757315176E0
6.124791792E1,-7.342296070E-1,7.153635657E-1,2.335597202E0
6.125789692E1,-6.788919966E-1,3.578419966E-1,2.790240439E0
6.126787492E1,-7.625064495E-1,-5.749523297E-2,3.002629437E0
6.127785392E1,-9.740856090E-1,-4.072500917E-1,3.140044268E0
6.128783292E1,-1.093506072E0,-7.336711979E-1,3.161728082E0
6.129781092E1,-1.055476731E0,-7.685049619E-1,2.798072784E0
6.130778992E1,-8.819375834E-1,-3.128581971E-2,2.150095455E0
6.131776792E1,-6.235198876E-1,4.208669414E-1,1.620553479E0
6.132774692E1,-4.066731177E-1,4.723230238E-1,1.317377102E0
6.133772492E1,-3.079148148E-1,2.933130017E-1,1.357393107E0
6.134770392E1,-3.209129925E-1,2.980545089E-2,1.788981941E0
6.135768292E1,-2.701357352E-1,-5.028642006E-1,2.426928372E0
6.136766092E1,-1.316953032E-1,-1.236370507E0,3.098578153E0
6.137763992E1,-5.754793100E-3,-1.976418386E0,3.347390043E0
6.138761792E1,1.903648764E-1,-2.754931442E0,3.265081712E0
6.139759692E1,3.605303270E-1,-3.325549523E0,2.788503816E0
6.140757592E1,2.977190980E-1,-3.336929959E0,1.674431478E0
6.141755392E1,1.254329353E-1,-2.709657621E0,3.688014328E-1
6.142753292E1,1.842965629E-1,-2.024976881E0,-6.567025441E-1
6.143751092E1,3.699108689E-1,-1.344529525E0,-1.177786523E0
6.144748992E1,5.100075247E-1,-6.745252959E-1,-8.836785918E-1
6.145746792E1,5.662787162E-1,-3.442958982E-1,-1.477883756E-1
6.146744692E1,4.465495205E-1,-5.668799561E-1,7.029347241E-1
6.147742592E1,3.595926529E-1,-1.284177488E0,1.428315155E0
6.148740392E1,2.708497533E-1,-2.095579525E0,1.766910456E0
6.149738292E1,2.057728744E-1,-2.775363368E0,1.858089014E0
6.150736092E1,2.553881802E-1,-3.342929202E0,1.590908681E0
6.151734042E1,3.402418774E-1,-3.567593846E0,8.279967266E-1
6.152731942E1,3.544809439E-1,-3.173075189E0,-2.752939296E-1
6.153729742E1,4.358839068E-1,-2.320529658E0,-1.228200631E0
6.154727642E1,7.718896227E-1,-1.302531606E0,-2.094667359E0
6.155725442E1,1.164343481E0,-1.925647451E-1,-2.905401351E0
6.156723342E1,1.484040143E0,7.497304295E-1,-3.621646092E0
6.157721142E1,1.707680208E0,1.428517469E0,-4.216316695E0
6.158719042E1,1.891811661E0,1.859588825E0,-4.586752424E0
6.159716942E1,1.976432127E0,2.021239194E0,-4.856666915E0
6.160714742E1,1.908894740E0,2.039225083E0,-4.967908439E0
6.161712642E1,1.815641298E0,1.936876590E0,-4.953292739E0
6.162710442E1,1.717409244E0,1.715297522E0,-4.820465049E0
6.163708342E1,1.615292447E0,1.387715452E0,-4.598612916E0
6.164706142E1,1.483715477E0,1.063465563E0,-4.336357108E0
6.165704042E1,1.342422334E0,8.392714740E-1,-4.079051553E0
6.166701942E1,1.199837835E0,6.807569660E-1,-3.772846903E0
6.167699742E1,1.089584783E0,6.173300251E-1,-3.398283623E0
6.168697642E1,1.056164437E0,5.117037289E-1,-2.868749834E0
6.169695442E1,1.147843516E0,4.095674895E-1,-2.123360816E0
6.170693342E1,1.254130109E0,3.875182240E-1,-1.310549308E0
6.171691142E1,1.356921237E0,4.430616564E-1,-4.493392271E-1
6.172689042E1,1.350808119E0,5.281621791E-1,2.530850351E-1
6.173686942E1,1.223761425E0,6.534899376E-1,7.745198464E-1
6.174684742E1,1.094171777E0,7.547858591E-1,1.227836934E0
6.175682642E1,1.026732185E0,8.199150706E-1,1.577083524E0
6.176680442E1,1.021760443E0,8.905750903E-1,1.835952625E0
6.177678342E1,1.194031842E0,9.470754196E-1,2.063079531E0
6.178676242E1,1.425546352E0,1.021072372E0,2.409300186E0
6.179674042E1,1.601270678E0,1.196565440E0,2.869547394E0
6.180671942E1,1.662438839E0,1.352498841E0,3.423331341E0
6.181669742E1,1.631152435E0,1.344305869E0,3.941670637E0
6.182667642E1,1.583831211E0,1.140121975E0,4.359186392E0
6.183665442E1,1.641667336E0,8.948221423E-1,4.683874676E0
6.184663342E1,1.818755086E0,7.385023136E-1,4.809195710E0
6.185661242E1,2.054029649E0,8.566290799E-1,4.713786108E0
6.186659042E1,1.971322391E0,1.383807173E0,4.299920184E0
6.187656942E1,1.413567308E0,2.141673710E0,3.578838626E0
6.188654742E1,6.398673870E-1,2.390491740E0,2.981603435E0
6.189652642E1,-2.234256184E-1,2.006510058E0,2.477281085E0
6.190650442E1,-1.175960729E0,1.333988749E0,2.137331568E0
6.191648342E1,-2.209916126E0,5.953695642E-1,1.943353112E0
6.192646242E1,-3.118376825E0,-2.105977044E-1,1.897448961E0
6.193644042E1,-3.691479388E0,-1.087858173E0,2.298408911E0
6.194641942E1,-3.753610733E0,-2.033505483E0,3.043916042E0
6.195639742E1,-3.535178344E0,-2.686064690E0,3.798985126E0
6.196637642E1,-2.957777200E0,-3.418160648E0,3.943160507E0
6.197635442E1,-2.382030088E0,-3.926366427E0,3.787706432E0
6.198633342E1,-1.978386559E0,-3.827508721E0,2.960214905E0
6.199631242E1,-1.864582785E0,-3.102200503E0,1.620589732E0
6.200629042E1,-1.740041477E0,-2.142555470E0,3.935725772E-1
6.201626942E1,-1.523658538E0,-1.300668098E0,-6.664030749E-1
6.202624742E1,-1.304777375E0,-5.251829497E-1,-1.265854946E0
6.203622642E1,-1.093876054E0,-6.017661989E-3,-1.598549822E0
6.204620442E1,-1.032559227E0,7.051800549E-2,-1.946756192E0
6.205618342E1,-1.098494039E0,-1.123353184E-1,-2.076616420E0
6.206616242E1,-9.954802787E-1,-6.247756503E-1,-1.810174590E0
6.207614042E1,-6.949469890E-1,-1.412628537E0,-1.462642404E0
6.208611942E1,-4.867682777E-1,-1.863307069E0,-1.430492658E0
6.209609742E1,-3.457151636E-1,-1.884668994E0,-1.658571491E0
6.210607642E1,-1.521911828E-1,-1.644755105E0,-2.116931217E0
6.211605442E1,8.372394204E-2,-1.232500381E0,-2.778394564E0
6.212603342E1,4.165017025E-1,-7.968797453E-1,-3.517807728E0
6.213601142E1,7.371827433E-1,-2.918604071E-1,-4.133173381E0
6.214599042E1,1.058488413E0,2.446526192E-1,-4.504709557E0
6.215596942E1,1.304257850E0,8.564757366E-1,-4.606454033E0
6.216594742E1,1.369100256E0,1.433624573E0,-4.506296491E0
6.217592642E1,1.446326333E0,1.763850462E0,-4.255625187E0
6.218590442E1,1.483858587E0,1.889198978E0,-4.036918856E0
6.219588342E1,1.527177977E0,1.852313719E0,-3.888346953E0
6.220586142E1,1.504904909E0,1.919109533E0,-3.741556697E0
6.221584042E1,1.355288694E0,2.066531727E0,-3.600405496E0
6.222581942E1,1.066588122E0,2.174121518E0,-3.408828492E0
6.223579742E1,7.212334393E-1,2.146092597E0,-3.039654007E0
6.224577642E1,4.118487807E-1,2.268952100E0,-2.481070665E0
6.225575442E1,1.184797919E-1,2.667848859E0,-1.978389044E0
6.226573342E1,7.648304254E-2,2.686864589E0,-1.643215533E0
6.227571142E1,9.216980651E-2,2.560318564E0,-1.348248062E0
6.228569042E1,7.337466270E-2,2.468655857E0,-1.100768752E0
6.229566942E1,3.862261355E-2,2.454582486E0,-8.091879880E-1
6.230564742E1,-2.454814620E-2,2.515956616E0,-3.702135354E-1
6.231562642E1,4.793839753E-3,2.476941361E0,1.666684502E-1
6.232560442E1,3.467398882E-4,2.253284486E0,7.400440782E-1
6.233558342E1,-1.610094418E-1,1.845471161E0,1.437453768E0
6.234556142E1,-3.009492461E-1,1.215146576E0,2.343541229E0
6.235554042E1,-4.122402517E-1,3.812443078E-1,3.222447324E0
6.236551942E1,-5.541471324E-1,-5.086960673E-1,4.022710122E0
6.237549742E1,-7.872267962E-1,-1.432338770E0,4.494166442E0
6.238547642E1,-1.240567346E0,-2.176948939E0,4.573081634E0
6.239545442E1,-1.733861409E0,-2.556606166E0,4.406867512E0
6.240543342E1,-2.072575409E0,-2.620724102E0,3.970094537E0
6.241541142E1,-2.102323265E0,-2.342894381E0,3.364695463E0
6.242539042E1,-1.885611273E0,-1.781422369E0,2.854480873E0
6.243536842E1,-1.531513833E0,-1.181593791E0,2.290432139E0
6.244534742E1,-1.266095266E0,-4.672869632E-1,1.807334597E0
6.245532642E1,-1.077843428E0,3.850128382E-2,1.515815229E0
6.246530442E1,-8.712251920E-1,5.261514679E-2,1.423472491E0
6.247528342E1,-5.806035905E-1,-4.572557724E-1,1.591179991E0
6.248526142E1,-2.968770989E-1,-1.361816525E0,1.882357882E0
6.249524042E1,-1.686979457E-1,-2.187633556E0,2.185234298E0
6.250521842E1,-2.095888404E-1,-2.579892703E0,2.140928190E0
6.251519754E1,-2.582992896E-1,-2.681317044E0,1.744580525E0
6.252517554E1,-3.481448279E-1,-2.512331634E0,9.602028573E-1
6.253515454E1,-3.230517943E-1,-2.187196331E0,2.069668758E-1
6.254513354E1,-9.058711141E-2,-1.960673442E0,-3.347688836E-1
6.255511154E1,2.298837219E-1,-1.625351997E0,-6.238973254E-1
6.256509054E1,6.079060677E-1,-1.136168965E0,-4.668990004E-1
6.257506854E1,7.869259570E-1,-6.987733338E-1,6.817794979E-2
6.258504754E1,8.135828284E-1,-6.549570040E-1,8.363559061E-1
6.259502554E1,9.219421864E-1,-1.077654709E0,1.313439587E0
6.260500454E1,9.776790154E-1,-1.567519526E0,1.255194302E0
6.261498354E1,1.062797811E0,-1.830433145E0,1.147030753E0
6.262496154E1,1.207405301E0,-1.918126177E0,7.628412026E-1
6.263494054E1,1.389855240E0,-1.605941872E0,6.720789671E-3
6.264491854E1,1.621553499E0,-8.631191238E-1,-7.317609125E-1
6.265489754E1,1.953102760E0,-2.751619287E-2,-1.359208083E0
6.266487554E1,2.251579438E0,6.652870607E-1,-2.041476408E0
6.267485454E1,2.437933855E0,1.366108674E0,-2.654525394E0
6.268483254E1,2.524072551E0,1.976811465E0,-3.113515450E0
6.269481154E1,2.590993057E0,2.294246278E0,-3.408896905E0
6.270479054E1,2.672722514E0,2.310463969E0,-3.507248826E0
6.271476854E1,2.657863569E0,2.134432226E0,-3.610040538E0
6.272474754E1,2.479508289E0,1.886363956E0,-3.652918171E0
6.273472554E1,2.327372362E0,1.581152309E0,-3.448957933E0
6.274470454E1,2.466950224E0,1.158289128E0,-3.245386536E0
6.275468254E1,2.679303847E0,9.146236651E-1,-3.127172207E0
6.276466154E1,2.655304828E0,1.025120546E0,-2.946284498E0
6.277463954E1,2.305540175E0,1.227561238E0,-2.804657333E0
6.278461854E1,1.932709572E0,1.200959915E0,-2.685194625E0
6.279459754E1,1.533960893E0,9.930308801E-1,-2.600379592E0
6.280457554E1,1.144176288E0,7.406035106E-1,-2.519766954E0
6.281455454E1,8.782591000E-1,5.543711539E-1,-2.374164267E0
6.282453254E1,7.018455340E-1,4.871552172E-1,-2.239295315E0
6.283451154E1,4.588700424E-1,6.138658422E-1,-2.104010040E0
6.284448954E1,1.949951403E-1,8.786381458E-1,-1.832892192E0
6.285446854E1,-1.051947717E-1,1.085675773E0,-1.513775135E0
6.286444654E1,-2.231507993E-1,1.015272519E0,-1.156790925E0
6.287442554E1,-1.602865067E-1,6.790715061E-1,-8.048633873E-1
6.288440354E1,-1.123546873E-1,3.365587163E-1,-2.620160723E-1
6.289438254E1,-1.852856925E-1,1.005343947E-1,5.233363259E-1
6.290436154E1,-4.408505318E-1,-1.079967575E-1,1.254702551E0
6.291433954E1,-7.825417878E-1,-4.192747445E-1,1.969238736E0
6.292431854E1,-1.159798587E0,-8.424308708E-1,2.634813260E0
6.293429654E1,-1.427725317E0,-1.453485664E0,3.115991161E0
6.294427554E1,-1.514744311E0,-2.167691189E0,3.361418683E0
6.295425354E1,-1.542037506E0,-2.531375138E0,3.392648662E0
6.296423254E1,-1.387209521E0,-2.285834181E0,3.081624151E0
6.297421054E1,-1.100585442E0,-1.362158588E0,2.320164061E0
6.298418954E1,-9.596561426E-1,-2.502522784E-1,1.776801606E0
6.299416854E1,-1.226718070E0,6.260485891E-1,1.403038226E0
6.300414654E1,-1.748110050E0,1.136058160E0,1.332761711E0
6.301412554E1,-2.126120409E0,8.880354253E-1,1.676557526E0
6.302410354E1,-2.340218988E0,-9.328282401E-3,2.249616235E0
6.303408254E1,-2.536248500E0,-8.961807429E-1,2.662340782E0
6.304406054E1,-2.636509830E0,-1.562712237E0,3.183697826E0
6.305403954E1,-2.468118498E0,-2.249320366E0,3.637273360E0
6.306401754E1,-2.064952248E0,-2.827546844E0,3.952373965E0
6.307399654E1,-1.565871634E0,-3.119749752E0,3.993247172E0
6.308397554E1,-1.121973826E0,-3.100920840E0,3.504852637E0
6.309395354E1,-9.125714386E-1,-2.653815542E0,2.627390220E0
6.310393254E1,-7.612456436E-1,-1.968381534E0,1.766425722E0
6.311391054E1,-6.437724499E-1,-1.305833967E0,1.147568112E0
6.312388954E1,-6.031980358E-1,-7.425580155E-1,8.442133945E-1
6.313386754E1,-4.700376396E-1,-4.590564590E-1,8.405021667E-1
6.314384654E1,-2.760773103E-1,-6.283015213E-1,7.851880914E-1
6.315382454E1,-1.236110160E-1,-9.589652210E-1,8.948619765E-1
6.316380354E1,4.403830469E-3,-1.057980436E0,1.006084789E0
6.317378154E1,6.122414857E-2,-9.857662994E-1,7.694883174E-1
6.318376054E1,1.052077818E-1,-8.932568427E-1,-5.132393539E-2
6.319373954E1,2.500582239E-1,-6.400182451E-1,-1.110593829E0
6.320371754E1,4.865652332E-1,-3.148184761E-1,-2.067326948E0
6.321369654E1,6.863812566E-1,6.782388261E-2,-2.819125684E0
6.322367454E1,8.259667195E-1,5.043367122E-1,-3.434269143E0
6.323365354E1,7.590950377E-1,1.082309677E0,-3.919215574E0
6.324363154E1,5.287176646E-1,1.623882738E0,-4.228513402E0
6.325361054E1,3.798355673E-1,1.987157821E0,-4.402178046E0
6.326358854E1,3.603564455E-1,2.228366576E0,-4.449647496E0
6.327356754E1,4.447440465E-1,2.262073143E0,-4.297087793E0
6.328354554E1,5.255914508E-1,2.275122959E0,-4.074422312E0
6.329352454E1,6.542187931E-1,2.343065851E0,-3.842432277E0
6.330350354E1,7.485658103E-1,2.397697702E0,-3.489528254E0
6.331348154E1,7.408982103E-1,2.511797491E0,-2.911642084E0
6.332346054E1,5.716221942E-1,2.583883720E0,-2.323704550E0
6.333343854E1,3.093134688E-1,2.474986345E0,-1.803415208E0
6.334341754E1,-5.725725129E-2,2.120229047E0,-1.275933791E0
6.335339554E1,-4.061949617E-1,1.571317438E0,-7.720944214E-1
6.336337454E1,-7.719440018E-1,1.016476315E0,-3.935053343E-1
6.337335254E1,-1.080402754E0,5.095371162E-1,-2.076311195E-1
6.338333154E1,-1.303393632E0,1.360761468E-1,-1.928481889E-1
6.339330954E1,-1.502188000E0,2.115054846E-2,-1.932574940E-1
6.340328854E1,-1.527602777E0,5.556996413E-2,-5.639639497E-3
6.341326754E1,-1.434343342E0,3.073260002E-2,3.733774638E-1
6.342324554E1,-1.261892726E0,-1.485196430E-1,7.761921501E-1
6.343322454E1,-1.213148144E0,-3.837166933E-1,1.208960368E0
6.344320254E1,-1.251597387E0,-6.694938400E-1,1.719236353E0
6.345318154E1,-1.318154489E0,-1.158880135E0,2.269413153E0
6.346315954E1,-1.339168651E0,-1.747419640E0,2.666302271E0
6.347313854E1,-1.437677132E0,-2.228407214E0,2.904449424E0
6.348311654E1,-1.606781971E0,-2.528144552E0,2.993307806E0
6.349309554E1,-1.724146845E0,-2.435369851E0,2.926026235E0
6.350307354E1,-1.709172564E0,-1.874944198E0,2.399742327E0
6.351305192E1,-1.314217997E0,-1.385574932E0,1.758165361E0
6.352303092E1,-7.800334784E-1,-1.051950276E0,1.258924826E0
6.353300892E1,-2.727161846E-1,-6.231045160E-1,1.284812204E0
6.354298792E1,3.145927736E-1,-3.500699141E-1,1.803744407E0
6.355296592E1,9.137455595E-1,-4.419567153E-1,2.611329673E0
6.356294492E1,1.344999933E0,-7.851771279E-1,3.473051385E0
6.357292292E1,1.513788292E0,-1.141413918E0,3.808236591E0
6.358290192E1,1.576743216E0,-1.349152918E0,3.366853085E0
6.359287992E1,1.547205421E0,-1.412144388E0,2.372963834E0
6.360285892E1,1.411363200E0,-1.195357113E0,1.275585882E0
6.361283692E1,1.361943995E0,-9.226562776E-1,3.217722774E-1
6.362281592E1,1.393468235E0,-6.399791419E-1,-3.245537978E-1
6.363279492E1,1.394109236E0,-4.011896720E-1,-5.678447467E-1
6.364277292E1,1.371764393E0,-2.643012372E-1,-4.496339267E-1
6.365275192E1,1.315205446E0,-3.783148527E-1,-1.285802722E-3
6.366272992E1,1.171946470E0,-8.106350277E-1,5.227311391E-1
6.367270892E1,1.001757849E0,-1.284767472E0,8.261700565E-1
6.368268692E1,7.701926145E-1,-1.619246919E0,8.614866543E-1
6.369266592E1,5.895209599E-1,-1.816688242E0,6.619170910E-1
6.370264392E1,4.349008437E-1,-1.824342539E0,2.408994377E-1
6.371262292E1,3.557194573E-1,-1.586687576E0,-3.512551081E-1
6.372260092E1,3.519045876E-1,-1.092384064E0,-9.681960011E-1
6.373257992E1,4.655959484E-1,-4.532828086E-1,-1.521357220E0
6.374255792E1,7.624925624E-1,4.995216398E-1,-1.914515814E0
6.375253692E1,1.052665171E0,8.871040370E-1,-2.243124656E0
6.376251492E1,1.092900154E0,1.508518927E0,-2.442047517E0
6.377249392E1,1.097426484E0,1.741067517E0,-2.652858353E0
6.378247292E1,1.201025112E0,1.647082589E0,-2.967623327E0
6.379245092E1,1.318630599E0,1.573356801E0,-3.271279761E0
6.380242992E1,1.352419611E0,1.678700677E0,-3.460216162E0
6.381240792E1,1.331035613E0,1.816911605E0,-3.522458019E0
6.382238692E1,1.235171974E0,1.935201801E0,-3.564424655E0
6.383236492E1,1.147208654E0,1.958557335E0,-3.695129220E0
6.384234392E1,1.060075493E0,1.814312664E0,-3.539486865E0
6.385232192E1,1.078537492E0,1.544667730E0,-3.234451073E0
6.386230092E1,1.069177123E0,1.346164114E0,-2.960043581E0
6.387227892E1,1.025172001E0,1.217563157E0,-2.667651224E0
6.388225792E1,1.005166191E0,1.108330883E0,-2.428594244E0
6.389223592E1,9.407656892E-1,1.109781358E0,-2.249874682E0
6.390221492E1,9.057376514E-1,1.181819859E0,-1.894261059E0
6.391219392E1,1.013357264E0,1.260661010E0,-1.271289348E0
6.392217192E1,1.200635541E0,1.322484937E0,-5.470684201E-1
6.393215092E1,1.417496783E0,1.351934731E0,1.238785261E-1
6.394212892E1,1.669504761E0,1.403990153E0,7.592346400E-1
6.395210792E1,1.763554155E0,1.483353973E0,1.389855094E0
6.396208592E1,1.796734034E0,1.443217515E0,2.103208387E0
6.397206492E1,1.723591652E0,1.235406740E0,2.706956792E0
6.398204292E1,1.479210782E0,9.456049179E-1,3.009048511E0
6.399202192E1,1.127791221E0,6.472281544E-1,3.149418524E0
6.400199992E1,7.863538800E-1,3.337910099E-1,3.226919859E0
6.401197892E1,5.242008367E-1,3.835269146E-2,3.230707685E0
6.402195692E1,3.323193388E-1,-1.845922858E-1,3.226291283E0
6.403193592E1,3.544485649E-1,-2.365480860E-1,3.285612456E0
6.404191392E1,3.986833361E-1,7.110630848E-2,3.220628840E0
6.405189292E1,2.393509488E-1,8.684495918E-1,2.902823313E0
6.406187192E1,-1.239418222E-1,1.697571103E0,2.509253075E0
6.407184992E1,-5.158695777E-1,1.803968647E0,2.118051544E0
6.408182892E1,-1.086746544E0,1.265885790E0,1.765821120E0
6.409180692E1,-1.689037969E0,4.861757355E-1,1.544141480E0
6.410178592E1,-2.125944993E0,-2.959483418E-1,1.530538518E0
6.411176392E1,-2.339851490E0,-1.024766497E0,1.955711787E0
6.412174292E1,-2.414823904E0,-1.816308319E0,2.709245977E0
6.413172092E1,-2.423508335E0,-2.537016240E0,3.482672979E0
6.414169992E1,-2.188788089E0,-3.249762592E0,3.722069682E0
6.415167792E1,-1.839659906E0,-3.743152403E0,3.851293148E0
6.416165692E1,-1.298914226E0,-3.861809950E0,3.607648442E0
6.417163492E1,-8.015952323E-1,-3.460730132E0,2.750308633E0
6.418161392E1,-5.530479290E-1,-2.394724101E0,1.756096616E0
6.419159192E1,-1.997619367E-1,-1.423626857E0,9.964468235E-1
6.420157092E1,1.159182729E-1,-7.082336902E-1,4.114510238E-1
6.421154992E1,3.423471674E-1,-2.185175387E-1,-5.613385499E-2
6.422152792E1,4.479509519E-1,-7.663090400E-2,-4.849569565E-1
6.423150692E1,3.475820334E-1,-1.097357194E-1,-7.965854841E-1
6.424148492E1,1.274950290E-1,-2.693885341E-1,-1.022448807E0
6.425146392E1,-1.189110240E-1,-4.621420712E-1,-1.114328445E0
6.426144192E1,-3.016894305E-1,-6.415821560E-1,-1.149771928E0
6.427142092E1,-3.756909147E-1,-7.484572714E-1,-1.334396008E0
6.428139892E1,-3.605092040E-1,-6.839541505E-1,-1.719922231E0
6.429137792E1,-3.265107147E-1,-4.750539659E-1,-2.178819317E0
6.430135592E1,-1.710661411E-1,-1.721704609E-1,-2.671775849E0
6.431133492E1,5.146149114E-2,2.153124605E-1,-3.095270968E0
6.432131292E1,2.433864047E-1,6.460715020E-1,-3.379922197E0
6.433129192E1,3.751073626E-1,9.831763483E-1,-3.666217663E0
6.434126992E1,3.689208622E-1,1.267031406E0,-3.816586415E0
6.435124892E1,3.475424185E-1,1.481474824E0,-3.675286109E0
6.436122692E1,2.107862771E-1,1.535223307E0,-3.464913231E0
6.437120592E1,-5.078847662E-2,1.541462871E0,-3.353409167E0
6.438118392E1,-3.199907769E-1,1.516202314E0,-3.252434769E0
6.439116292E1,-5.426607889E-1,1.599501164E0,-3.022650889E0
